restaurant name,restaurant type,rate (out of 5),Average Customer Per Week,avg cost (two people),online_order,table booking,cuisines type,local address,Average income per Week
Tall Blonde French,Quick Bites,3.6,82,400.0,True,False,Fast Food,Brookefield,32800.0
Tamarind,Casual Dining,2.7,227,750.0,True,False,"Chinese, North Indian, Continental",Rammurthy Nagar,170250.0
Tamarind - Tamarind Hospitality,Casual Dining,3.9,611,750.0,True,False,"Chinese, Continental, North Indian",Banaswadi,458250.0
Tandoor,Fine Dining,3.9,1360,2100.0,True,True,North Indian,MG Road,2856000.0
Tandoor And Spice,Casual Dining,4.0,180,550.0,True,False,"North Indian, Chinese, Biryani, Hyderabadi",JP Nagar,99000.0
Tandoor Bhatti,Quick Bites,2.8,40,300.0,True,False,"North Indian, Fast Food",Rammurthy Nagar,12000.0
Tandoor Box,Casual Dining,3.5,69,850.0,True,False,"Mughlai, North Indian, Biryani",Brookefield,58650.0
Tandoor Chai House,Quick Bites,2.8,40,200.0,True,False,"Street Food, Sandwich, Rolls, Beverages",JP Nagar,8000.0
Tandoor Da Funda,Quick Bites,3.6,15,350.0,False,False,North Indian,MG Road,5250.0
Tandoor Garden,Quick Bites,3.6,70,350.0,True,False,"North Indian, Chinese, Kebab",BTM,24500.0
Tandoor Hub & Golmaal Paratha,Quick Bites,3.2,4,450.0,False,False,North Indian,BTM,1800.0
Tandoor Hut,Casual Dining,2.2,90,750.0,False,False,"North Indian, Chinese",Bannerghatta Road,67500.0
Tandoor Merchant,"Takeaway, Delivery",3.4,22,500.0,True,False,"North Indian, Chinese, Fast Food",BTM,11000.0
Tandoor Nation,Quick Bites,3.0,39,400.0,True,False,"North Indian, Chinese",BTM,15600.0
Tandoor-De-Naal,"Takeaway, Delivery",3.8,35,200.0,False,False,Fast Food,BTM,7000.0
Tandoori Bytes,Casual Dining,3.6,59,700.0,True,False,North Indian,Kumaraswamy Layout,41300.0
Tandoori Chowk,Quick Bites,3.5,98,400.0,True,False,"North Indian, Chinese",Marathahalli,39200.0
Tandoori Club,Casual Dining,2.8,40,750.0,True,False,"North Indian, Chinese, Continental",HSR,30000.0
Tandoori Delight,Quick Bites,3.0,46,300.0,True,False,"North Indian, Chinese",New BEL Road,13800.0
Tandoori Junction,Quick Bites,3.9,81,400.0,True,False,"North Indian, Chinese, Biryani",Marathahalli,32400.0
Tandoori Knight,Quick Bites,3.0,290,450.0,True,False,"North Indian, Chinese, Biryani, Kebab",Banashankari,130500.0
Tandoori Paradise,Delivery,3.5,8,600.0,True,False,"North Indian, Chinese",BTM,4800.0
Tandoori Spot,Quick Bites,3.5,13,500.0,False,False,"North Indian, Chinese",JP Nagar,6500.0
Tandoori Taal,Casual Dining,4.3,1788,900.0,True,True,"Biryani, North Indian",Indiranagar,1609200.0
Tandoorinn,Quick Bites,3.2,5,300.0,False,False,"Biryani, Mughlai, Chinese",Old Madras Road,1500.0
Tandooriwala,"Food Court, Quick Bites",2.7,24,700.0,True,False,"North Indian, Mughlai",Whitefield,16800.0
Tandurust,"Takeaway, Delivery",3.6,27,300.0,False,False,"North Indian, South Indian",Bellandur,8100.0
Tang of Jamaica,Casual Dining,3.4,28,900.0,False,False,"American, Mexican, BBQ",Kalyan Nagar,25200.0
Tangerine - Davanam Sarovar Portico Suites,Casual Dining,4.0,40,1100.0,True,True,"Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese",Koramangala 2nd Block,44000.0
Tango,Quick Bites,3.8,51,200.0,False,False,Fast Food,Basaveshwara Nagar,10200.0
Tango Bango,"Takeaway, Delivery",3.5,124,500.0,True,False,"Burger, American, Beverages, Desserts, Italian, Salad, Ice Cream, Finger Food",Jeevan Bhima Nagar,62000.0
Tango Sandwich King,Quick Bites,3.5,9,200.0,True,False,"Fast Food, Sandwich",Basaveshwara Nagar,1800.0
Tangra Indo - Chinese Cuisine,Food Court,3.5,29,400.0,True,False,"Chinese, Thai",Jayanagar,11600.0
TangyLicious,"Takeaway, Delivery",2.6,16,400.0,True,False,Fast Food,BTM,6400.0
Tanna's Kitchen,Quick Bites,3.1,7,250.0,True,False,"Italian, Chinese, Street Food",Kumaraswamy Layout,1750.0
Tanoor Tandoori,Delivery,2.8,40,550.0,True,False,"North Indian, Mughlai, Chinese, Kebab, Biryani",Bellandur,22000.0
Tanuja Home Food,Delivery,3.1,18,300.0,True,False,North Indian,Whitefield,5400.0
Tap House Resto Bar,"Casual Dining, Bar",3.4,183,900.0,True,True,"Chinese, North Indian, Thai",Electronic City,164700.0
Tapout Tavern,"Casual Dining, Pub",4.1,322,1200.0,True,True,"American, Asian, Continental, North Indian, South Indian, Chinese",Sarjapur Road,386400.0
Tapri By The Corner,Quick Bites,4.1,205,250.0,True,False,Fast Food,Koramangala 5th Block,51250.0
Tarama Bengali Food,Quick Bites,3.2,4,200.0,False,False,Bengali,Whitefield,800.0
Tarbouche,Kiosk,2.8,40,300.0,True,False,"Turkish, Rolls",Jayanagar,12000.0
Targaryen's Kitchen,Casual Dining,3.6,25,550.0,False,False,"North Indian, Bengali, Chinese",JP Nagar,13750.0
Tarlette,Bakery,2.8,40,560.0,False,False,"Bakery, Fast Food",HSR,22400.0
Taruni Andhra Mess,Mess,3.6,23,200.0,False,False,Andhra,Koramangala 5th Block,4600.0
Taste of Assam,Quick Bites,3.2,23,400.0,True,False,"Assamese, North Indian, Chinese",Koramangala 4th Block,9200.0
Taste of Bihar,"Takeaway, Delivery",3.7,29,300.0,True,False,Bihari,Rammurthy Nagar,8700.0
Taste Of India,Quick Bites,3.1,5,400.0,False,False,"North Indian, Rolls",Bellandur,2000.0
Taste Of India Family Restaurant,Quick Bites,3.2,232,400.0,True,False,"North Indian, South Indian",Whitefield,92800.0
Taste Of Kerala,Casual Dining,2.2,48,600.0,False,False,"Kerala, Seafood",Residency Road,28800.0
Taste Of Kolkata,Quick Bites,3.1,59,400.0,True,False,"Bengali, Chinese, Rolls",BTM,23600.0
Taste Of Malabar,Quick Bites,3.6,23,350.0,True,False,"South Indian, Kerala, Chinese",BTM,8050.0
Taste Of Nawaabs,Casual Dining,3.5,324,600.0,True,False,"North Indian, Mughlai",Banaswadi,194400.0
Taste Of Nawaab's,Casual Dining,3.6,22,600.0,False,False,"North Indian, Chinese",Domlur,13200.0
Taste of Nepal,Quick Bites,3.4,27,300.0,True,False,Chinese,Koramangala 8th Block,8100.0
Taste Of Tibet,Quick Bites,4.0,336,300.0,False,False,"Tibetan, Chinese, Momos",Brigade Road,100800.0
Tastebuds,"Bakery, Quick Bites",3.7,23,300.0,True,False,"Bakery, Fast Food",Sarjapur Road,6900.0
Tastie's,"Quick Bites, Beverage Shop",3.2,10,150.0,False,False,"Fast Food, Beverages, Ice Cream",Basaveshwara Nagar,1500.0
Tasting Room - Bengaluru Oota Company,Casual Dining,4.0,58,2000.0,False,False,"Mangalorean, South Indian",Ulsoor,116000.0
Tastte!!,Quick Bites,3.7,21,450.0,True,False,"Biryani, North Indian, Chinese",Bannerghatta Road,9450.0
Tasty Bites,Quick Bites,3.7,21,150.0,False,False,"Fast Food, Pizza",Banashankari,3150.0
Tasty Box,Quick Bites,2.9,6,250.0,True,False,"North Indian, South Indian, Arabian, Mughlai, Chinese, Biryani",Yeshwantpur,1500.0
Tasty Bytes,Quick Bites,3.1,245,300.0,True,False,"North Indian, Chinese, Momos, Rolls",Kumaraswamy Layout,73500.0
Tasty Corner,Quick Bites,3.6,13,200.0,False,False,South Indian,New BEL Road,2600.0
Tasty Fast Food,Quick Bites,3.2,4,250.0,False,False,"North Indian, Chinese",New BEL Road,1000.0
Tasty Food,Quick Bites,2.8,40,300.0,True,False,"North Indian, Chinese",Whitefield,12000.0
Tasty Funda,Quick Bites,3.3,4,200.0,False,False,"North Indian, Chinese",Electronic City,800.0
Tasty Homely Food,"Takeaway, Delivery",2.8,40,350.0,True,False,"North Indian, Chinese, Fast Food, Street Food, Mithai","ITPL Main Road, Whitefield",14000.0
Tasty Jigarthanda,Beverage Shop,3.4,10,150.0,True,False,"Beverages, Ice Cream",BTM,1500.0
Tasty Khaana Khazana,Quick Bites,3.3,6,300.0,True,False,North Indian,Bommanahalli,1800.0
Tasty King,Quick Bites,3.4,8,400.0,False,False,"South Indian, North Indian, Chinese",RT Nagar,3200.0
Tasty Kitchens,Quick Bites,2.8,40,500.0,True,False,Pizza,Koramangala 6th Block,20000.0
Tasty Magic,Casual Dining,2.7,73,600.0,True,False,"Chinese, North Indian",BTM,43800.0
Tasty Munch,Quick Bites,3.6,60,200.0,True,False,"Fast Food, Street Food, Momos",Rajajinagar,12000.0
Tasty Noodle,Quick Bites,3.4,5,400.0,True,False,"Chinese, Seafood",HSR,2000.0
Tasty Paradise,Casual Dining,3.7,98,550.0,True,False,"North Indian, Mughlai, Chinese, Beverages",Malleshwaram,53900.0
Tasty Point,Delivery,3.3,9,300.0,True,False,"Burger, Sandwich, Finger Food",Bannerghatta Road,2700.0
Tasty Restaurant,Quick Bites,2.8,40,300.0,False,False,"Kerala, South Indian, Chinese",JP Nagar,12000.0
Tasty Treat,Quick Bites,3.1,131,400.0,True,False,"North Indian, Chinese, Biryani, Rolls",HSR,52400.0
Tasty Yum,Quick Bites,2.8,40,300.0,False,False,"South Indian, Mughlai",Sarjapur Road,12000.0
Tastybites.com,Quick Bites,3.7,82,150.0,True,False,"Fast Food, Sandwich, South Indian",Brookefield,12300.0
Tata Cha,"Beverage Shop, Cafe",3.2,9,500.0,True,False,"Cafe, Tea, North Indian",Malleshwaram,4500.0
Tattva Cafe,Cafe,2.8,227,450.0,False,False,Cafe,Koramangala 6th Block,102150.0
Tawa,Quick Bites,3.4,25,200.0,True,False,North Indian,Koramangala 1st Block,5000.0
Tawa Fresh,Quick Bites,3.4,12,300.0,True,False,"Seafood, Biryani, South Indian, North Indian, Rolls",Hennur,3600.0
Tawa Ghar Ka,Quick Bites,3.8,331,350.0,True,False,North Indian,HSR,115850.0
Tawa Sagara,Casual Dining,3.8,122,,False,False,"Mangalorean, Seafood",Jayanagar,
Tawa Tandoor,Casual Dining,3.9,116,700.0,True,True,"North Indian, Chinese",New BEL Road,81200.0
Tayabbs,Quick Bites,3.0,9,500.0,True,False,"Rolls, North Indian, Fast Food",Frazer Town,4500.0
Tayo Restaurant,Casual Dining,3.9,44,600.0,False,False,"North Indian, Chinese, Mughlai",Electronic City,26400.0
Taza Khaana,Delivery,3.0,175,450.0,True,False,"Chinese, North Indian",HSR,78750.0
Taza Tawa,Casual Dining,3.2,41,550.0,False,False,"North Indian, Chinese, Kebab, Beverages",Sarjapur Road,22550.0
TBC - The Breakfast Company,Quick Bites,3.8,26,150.0,True,False,"Bihari, North Indian, South Indian",Marathahalli,3900.0
TBC Sky Lounge,"Casual Dining, Bar",4.7,6745,1000.0,False,True,"Continental, Asian, Italian, North Indian",HSR,6745000.0
TBC- Sky Lounge,"Casual Dining, Bar",4.4,619,1000.0,False,True,"Continental, Asian, Italian, North Indian",Marathahalli,619000.0
Tea Addict,Cafe,4.0,77,300.0,True,False,"Cafe, Beverages",HSR,23100.0
Tea and Wine Lounge,Cafe,3.5,10,800.0,False,False,"Cafe, Tea, Desserts",Race Course Road,8000.0
Tea Break Lounge,Quick Bites,3.3,5,400.0,True,False,"Beverages, Fast Food",Brigade Road,2000.0
Tea Brew,"Cafe, Casual Dining",4.1,1141,500.0,True,False,"Cafe, Continental, Momos, Italian, North Indian",Indiranagar,570500.0
Tea Journey,Cafe,3.8,71,,False,False,Cafe,Indiranagar,
Tea Samskruthi,Cafe,3.9,18,200.0,False,False,Cafe,Malleshwaram,3600.0
Tea Totallers,Cafe,2.9,19,500.0,True,False,"Cafe, Continental, Tea",Bellandur,9500.0
Tea Trails,Cafe,2.8,40,600.0,True,False,"Continental, Tea, Fast Food, Italian",HSR,24000.0
Tea Villa Cafe,"Cafe, Casual Dining",4.2,656,800.0,False,True,"Cafe, Continental, Mediterranean, Italian, Desserts",Jayanagar,524800.0
TeamDelish,Delivery,3.4,9,300.0,False,False,Healthy Food,Electronic City,2700.0
Teapoy Mutiny,Cafe,4.1,98,500.0,True,False,"Cafe, Continental, American, Beverages",Hennur,49000.0
Tease Whitefield,Lounge,3.7,64,1800.0,False,True,Finger Food,Whitefield,115200.0
Teashot,Cafe,2.9,24,150.0,False,False,Cafe,Whitefield,3600.0
Teburu,Casual Dining,4.4,203,800.0,True,False,"Asian, Chinese, Japanese, BBQ",Kalyan Nagar,162400.0
Techies Kitchen,Delivery,3.5,197,400.0,True,False,"Biryani, North Indian","ITPL Main Road, Whitefield",78800.0
Tella Tales,Cafe,4.2,413,700.0,True,False,"Cafe, Desserts, Beverages",Koramangala 5th Block,289100.0
Tellimagic Restaurant,Quick Bites,3.5,12,400.0,True,False,"North Indian, South Indian, Chinese",Electronic City,4800.0
Telugu Velugu,Food Court,3.0,6,300.0,False,False,"South Indian, Biryani",Bellandur,1800.0
Temple Meals,Quick Bites,3.8,76,200.0,False,False,South Indian,Malleshwaram,15200.0
Temptation,Quick Bites,2.8,40,300.0,False,False,"North Indian, South Indian",Whitefield,12000.0
Tempteys,"Beverage Shop, Dessert Parlor",3.7,39,500.0,True,False,Beverages,HSR,19500.0
Tempura Restaurant,Casual Dining,3.9,122,500.0,False,False,"Japanese, Chinese, Tibetan, Momos",Brigade Road,61000.0
Tenco Infusions,Beverage Shop,3.5,15,200.0,False,False,"Beverages, Salad",Indiranagar,3000.0
Tenzin Kitchen,Quick Bites,4.2,522,450.0,True,False,"Tibetan, Chinese, Momos",Koramangala 7th Block,234900.0
Teppan Japanese Grill & Sushi Bar,Casual Dining,4.3,901,2000.0,True,False,Japanese,Ulsoor,1802000.0
Terminus Tiffin Meal Service,Delivery,2.8,40,200.0,False,False,North Indian,North Bangalore,8000.0
Terra Bites,"Cafe, Casual Dining",4.0,61,700.0,True,False,"Cafe, Italian, Continental",Koramangala 4th Block,42700.0
Terrace Lounge,Lounge,3.6,25,1600.0,False,False,"North Indian, Chinese, Seafood",Bannerghatta Road,40000.0
Terracotta Whitefield,Fine Dining,4.0,244,3000.0,False,True,"North Indian, Lucknowi, Afghan",Whitefield,732000.0
Tetto,"Casual Dining, Bar",3.7,130,1200.0,True,False,Continental,Koramangala 1st Block,156000.0
Tewari Bros Mithai Shoppie,Sweet Shop,3.8,59,300.0,True,False,"Fast Food, Mithai",Commercial Street,17700.0
TFC - Tony's Food Corner,Casual Dining,3.1,23,400.0,True,False,"North Indian, Chinese","ITPL Main Road, Whitefield",9200.0
TFI - The Fresh Ice Cream,Dessert Parlor,3.2,41,400.0,True,False,"Ice Cream, Beverages",Bannerghatta Road,16400.0
TGI Fridays,Lounge,3.9,1337,1700.0,True,True,"American, Burger, Italian, Steak",Bannerghatta Road,2272900.0
TGS Retails,"Takeaway, Delivery",3.3,4,600.0,False,False,"Bakery, Desserts",HSR,2400.0
Thai & Chinese Fast Food,Quick Bites,3.4,7,400.0,False,False,"Chinese, Thai",KR Puram,2800.0
Thai Chy,Casual Dining,4.3,367,1200.0,True,True,"Thai, Asian, Indonesian",Indiranagar,440400.0
Thai House,Casual Dining,4.2,125,700.0,True,False,Thai,Brigade Road,87500.0
Thalaserry Food Court,Casual Dining,3.5,21,600.0,False,False,"Kerala, Biryani, Seafood, North Indian, Chinese",Whitefield,12600.0
Thalassery Cafe,Quick Bites,3.4,7,150.0,False,False,Street Food,BTM,1050.0
Thalassery Food Court,Casual Dining,3.1,4,500.0,False,False,"Kerala, North Indian, Chinese",Bannerghatta Road,2000.0
Thalassery Hotel,Quick Bites,2.8,40,300.0,False,False,"Kerala, South Indian",Bannerghatta Road,12000.0
Thalassery Mess,Mess,3.3,7,300.0,False,False,Kerala,HSR,2100.0
Thalassery Plaza,Quick Bites,3.5,33,400.0,True,False,"Kerala, North Indian, Chinese",Hennur,13200.0
Thalassery Restaurant,Casual Dining,2.8,40,600.0,True,False,"Seafood, Biryani, South Indian, North Indian, Chinese, Arabian, Kebab, Kerala",Bannerghatta Road,24000.0
Thalis Of India,Delivery,3.3,7,500.0,True,False,"South Indian, North Indian, Beverages",Sarjapur Road,3500.0
Thamboola,Casual Dining,3.8,139,800.0,True,False,"North Indian, Chinese, Continental",Banashankari,111200.0
Thanco's Natural Ice Cream,Dessert Parlor,3.1,8,450.0,False,False,"Ice Cream, Desserts",Rajajinagar,3600.0
Thanco's Natural Ice Creams,Dessert Parlor,3.2,9,300.0,False,False,Ice Cream,Banashankari,2700.0
Thanco's Naturals Ice Cream,Dessert Parlor,3.6,21,450.0,True,False,"Ice Cream, Desserts",Marathahalli,9450.0
Thanima Garden Restaurant,Casual Dining,3.6,163,500.0,True,False,"North Indian, Chinese, Kerala",Electronic City,81500.0
Thanishka Nati And Karavali Style,Quick Bites,2.8,40,400.0,False,False,"Biryani, Fast Food",Banashankari,16000.0
Tharavadu,Quick Bites,3.8,83,400.0,True,False,"Chinese, North Indian, Kerala",HSR,33200.0
That Garage Cafe,Cafe,3.1,40,650.0,True,False,"Cafe, Italian, Continental, European",HSR,26000.0
Thayee Touch,Casual Dining,3.6,30,450.0,False,False,"North Indian, Chinese, South Indian",JP Nagar,13500.0
The 13th Floor,Lounge,4.4,4575,1700.0,False,True,"Asian, North Indian, Thai",MG Road,7777500.0
The 3 Musketeers,Dessert Parlor,3.2,5,200.0,False,False,"Ice Cream, Desserts",Whitefield,1000.0
The 90s Hash House,Cafe,3.8,63,500.0,False,False,Cafe,BTM,31500.0
The Adukkala Restaurant,Casual Dining,3.6,40,500.0,True,False,Kerala,Brigade Road,20000.0
The Airos,Cafe,4.1,130,650.0,True,False,"Cafe, Italian, Pizza",Jayanagar,84500.0
The Alphaa,Casual Dining,3.8,272,550.0,True,False,"Andhra, North Indian, Chinese, Biryani, Seafood",Bommanahalli,149600.0
The Andhra Bhojanam,Bhojanalya,3.2,4,300.0,True,False,South Indian,"ITPL Main Road, Whitefield",1200.0
The Ants Cafe & Store,Cafe,3.9,1380,900.0,True,True,"Cafe, Italian",Indiranagar,1242000.0
The Arabesque Cafe,Casual Dining,4.1,40,600.0,False,False,"American, Continental, Chinese",Koramangala 4th Block,24000.0
The Arabian Nights,"Takeaway, Delivery",2.6,51,300.0,True,False,"Arabian, North Indian, Chinese",BTM,15300.0
The Asian Curry House,Casual Dining,4.5,785,1000.0,True,False,"Vietnamese, Thai, Burmese, Japanese",Malleshwaram,785000.0
The Bahubali,Casual Dining,3.4,153,800.0,True,True,"North Indian, Chinese",Marathahalli,122400.0
The Baker's,"Bakery, Quick Bites",2.4,32,500.0,False,False,"Bakery, Fast Food",HSR,16000.0
The Bakery World,Bakery,3.2,5,250.0,False,False,"Bakery, Desserts",Frazer Town,1250.0
The Banana Kick,Cafe,3.3,8,600.0,True,False,"Cafe, Beverages",New BEL Road,4800.0
The Bangalore Cafe,Casual Dining,4.1,473,800.0,False,True,"Modern Indian, North Indian, Pizza, Continental, Beverages",Shanti Nagar,378400.0
The Bao Belly,Cafe,3.3,9,,False,False,Cafe,Residency Road,
The Bar Stock Exchange,"Pub, Casual Dining",4.2,634,1300.0,False,False,"Continental, Chinese, North Indian, Finger Food",St. Marks Road,824200.0
The Bar Therapy,Bar,2.8,40,800.0,False,False,"Continental, Chinese",Koramangala 1st Block,32000.0
The Barn - Bar & Kitchen,Pub,4.2,240,1500.0,False,True,"American, North Indian, Chinese",Brigade Road,360000.0
The Bawarchi,Casual Dining,2.5,256,1050.0,True,False,"North Indian, Chinese",Banaswadi,268800.0
The Beer Cafe,Pub,4.1,673,1400.0,True,True,"Finger Food, North Indian, Chinese, Italian",Whitefield,942200.0
The Beer Joint,Casual Dining,3.4,77,800.0,False,False,"North Indian, Chinese",Indiranagar,61600.0
THE BEL ST.,"Cafe, Casual Dining",3.9,523,1100.0,False,False,"Cafe, Italian, American, Continental",New BEL Road,575300.0
The Belgian Waffle Co.,Dessert Parlor,3.7,15,350.0,True,False,"Desserts, Beverages",Sahakara Nagar,5250.0
The Belgian Waffle Company,Dessert Parlor,3.9,48,250.0,True,False,Desserts,Brookefield,12000.0
The Bengal Rasoi,Delivery,3.2,5,350.0,False,False,Bengali,Kaggadasapura,1750.0
The Bengaluru Brasserie - Hyatt Centric MG Road,Casual Dining,4.1,117,2000.0,False,True,"Continental, Asian, North Indian, South Indian",Ulsoor,234000.0
The Bier Library,"Microbrewery, Casual Dining",4.3,552,2000.0,True,True,"Continental, North Indian, Pizza, BBQ",Koramangala 6th Block,1104000.0
The Biere Club,"Pub, Microbrewery",4.3,2283,1700.0,False,True,"Continental, BBQ, Finger Food",Whitefield,3881100.0
The Big Barbeque,Casual Dining,4.7,524,1500.0,False,True,"BBQ, North Indian, Continental, Chinese",Electronic City,786000.0
The Big Bellyz,Quick Bites,3.9,105,300.0,True,False,"Fast Food, Beverages, Momos",Malleshwaram,31500.0
The Big Grill,Quick Bites,3.4,9,400.0,False,False,"North Indian, Chinese, Mughlai",Marathahalli,3600.0
The Big O Bakes,Bakery,4.0,66,300.0,False,False,"Bakery, Desserts",Banashankari,19800.0
The Big Spoon,Casual Dining,3.8,45,750.0,True,False,"North Indian, Mughlai",Whitefield,33750.0
The Bigman's Cafe,"Takeaway, Delivery",3.7,31,450.0,False,False,"North Indian, Chinese",HSR,13950.0
The Biriyani Factory,Quick Bites,3.1,29,500.0,True,False,"North Indian, Biryani",BTM,14500.0
The Biriyani Pedia,Quick Bites,3.9,55,300.0,True,False,Biryani,BTM,16500.0
The Biryani Cafe,Quick Bites,4.1,520,300.0,False,False,"Biryani, Chinese, Kebab",Banashankari,156000.0
The Biryani Culture,Food Court,3.2,9,500.0,True,False,North Indian,Malleshwaram,4500.0
The Biryani Palace,Quick Bites,3.0,12,500.0,True,False,"Biryani, Andhra",HSR,6000.0
The Biryani Paradise,Quick Bites,3.8,32,350.0,False,False,"Biryani, South Indian",Richmond Road,11200.0
The Biryani Story,Casual Dining,4.4,76,600.0,False,False,"Biryani, North Indian, Chinese, Mughlai",BTM,45600.0
The Biryanis,Casual Dining,3.8,426,500.0,True,False,"Andhra, Biryani, North Indian",Jeevan Bhima Nagar,213000.0
The Bite Club,Food Truck,3.6,23,400.0,False,False,"American, Goan",East Bangalore,9200.0
The Black Pearl,"Casual Dining, Bar",4.7,10413,1400.0,False,True,"North Indian, European, Mediterranean",Koramangala 5th Block,14578200.0
The Black Rabbit,"Bar, Casual Dining",4.3,4187,1500.0,False,True,"Continental, Salad, Burger, Finger Food, Pizza",Indiranagar,6280500.0
The Blackboard Bakery,"Cafe, Bakery",3.7,90,1000.0,False,True,"Cafe, Bakery, Continental",Lavelle Road,90000.0
The Blue Bawarchi,Quick Bites,3.6,34,300.0,True,False,"Chinese, Oriya, North Indian, Bengali",Nagawara,10200.0
The Blue Wagon - Kitchen,Cafe,4.6,228,400.0,True,False,"Cafe, Beverages",Jayanagar,91200.0
The Bong,Quick Bites,3.1,38,300.0,False,False,"Bengali, North Indian",Frazer Town,11400.0
The Bong Palate,Quick Bites,3.8,58,300.0,True,False,"Bengali, North Indian, Chinese",BTM,17400.0
The Boozy Griffin,"Casual Dining, Pub",4.6,4947,1800.0,False,True,"European, Continental",Koramangala 5th Block,8904600.0
The Breakfast Club,Delivery,3.9,90,400.0,False,False,"Continental, South Indian, North Indian",Electronic City,36000.0
The Breakfast Truck,Quick Bites,3.8,64,550.0,False,False,Continental,Koramangala 6th Block,35200.0
The Breakfeast,"Takeaway, Delivery",3.4,10,200.0,False,False,"Continental, North Indian, South Indian",HSR,2000.0
The Brekkie Shop,Delivery,3.7,57,300.0,True,False,"Healthy Food, Sandwich",Indiranagar,17100.0
The Brew - Aurick Boutique Hotel,Casual Dining,3.1,16,700.0,False,False,"North Indian, South Indian, Chinese, Grill",JP Nagar,11200.0
The Brewing Bean,Cafe,3.7,47,500.0,False,False,Cafe,Bellandur,23500.0
The Bridge Walk Cafe,Cafe,3.7,44,500.0,True,False,"Cafe, Continental",Kengeri,22000.0
The Buffet Table,Casual Dining,2.8,40,1200.0,False,True,"North Indian, Pan Asian, Chinese, Italian, Continental, South Indian",HSR,48000.0
The Bundle Co.,Quick Bites,4.4,222,700.0,True,False,"Burger, Continental, Italian, Beverages",MG Road,155400.0
The Burger Place,Quick Bites,3.8,26,400.0,True,False,"Burger, Continental, Fast Food",Koramangala 1st Block,10400.0
The CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© @ Saanchi,Cafe,4.0,30,800.0,False,False,Cafe,Richmond Road,24000.0
The CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© @ Saanchi,Cafe,4.0,31,800.0,False,False,Cafe,Richmond Road,24800.0
The Cafe Nuts and Bolts,Cafe,3.0,28,500.0,True,False,"Cafe, Fast Food, Chinese",Kumaraswamy Layout,14000.0
The Cake City,"Quick Bites, Bakery",3.2,4,300.0,True,False,"Chinese, Continental, Desserts, Bakery",Shanti Nagar,1200.0
The Cake Factory,Bakery,3.4,4,300.0,False,False,Bakery,Rajajinagar,1200.0
The Cake House,Bakery,3.7,29,300.0,True,False,"Bakery, Desserts",Ulsoor,8700.0
The Cake Lair,"Bakery, Quick Bites",2.8,40,600.0,False,False,"Bakery, Fast Food, Beverages",Electronic City,24000.0
The Cake Mart,Bakery,3.5,22,600.0,True,False,"Bakery, Desserts",Old Airport Road,13200.0
The Cake Post,Bakery,3.4,12,900.0,False,False,"Bakery, Desserts",Old Airport Road,10800.0
The Cake Shop Mayura,Bakery,3.6,13,800.0,False,False,"Bakery, Desserts",JP Nagar,10400.0
The Cake Ville,"Bakery, Quick Bites",3.2,18,300.0,True,False,"Bakery, Desserts, Fast Food",JP Nagar,5400.0
The Cake Zone,Bakery,2.8,40,200.0,False,False,Bakery,JP Nagar,8000.0
The Caramelts Cafe,Cafe,4.1,226,800.0,False,False,"Cafe, Salad, Wraps, Beverages",Jayanagar,180800.0
The Chaat Shop,Quick Bites,2.5,35,200.0,False,False,Fast Food,Basavanagudi,7000.0
The Chai Stop,Quick Bites,2.8,40,200.0,True,False,"Fast Food, Tea",Brookefield,8000.0
The Chameleon,Bar,4.1,163,1200.0,False,False,Finger Food,Electronic City,195600.0
The Charcoal Factory,Quick Bites,4.1,290,600.0,True,False,"Burger, Pizza, Momos",Koramangala 6th Block,174000.0
The Chariot,Quick Bites,2.9,50,350.0,True,False,"South Indian, North Indian, Chinese",Brigade Road,17500.0
The Charlton Bar,Bar,3.3,4,1000.0,False,False,"Chinese, North Indian",Residency Road,4000.0
The Cheesecake Corner,"Takeaway, Delivery",3.7,48,400.0,False,False,Desserts,BTM,19200.0
The Chef Couple,Casual Dining,3.4,17,750.0,False,False,"North Indian, Mughlai, Chinese",Sarjapur Road,12750.0
The Chef's Cake & Bakes,Dessert Parlor,2.8,40,800.0,True,False,Desserts,Richmond Road,32000.0
The Chef's Kitchen,Casual Dining,3.8,311,800.0,True,False,"Continental, North Indian, Chinese",Kalyan Nagar,248800.0
The Chefs Specials,"Takeaway, Delivery",2.8,40,400.0,True,False,"North Indian, Chinese, Mughlai",Whitefield,16000.0
The Chennai Express,Quick Bites,3.8,166,200.0,False,False,"South Indian, Chinese",Indiranagar,33200.0
The Chervil,Casual Dining,4.1,232,1000.0,True,False,"North Indian, Continental",JP Nagar,232000.0
The Chevron Brigade,Casual Dining,3.3,4,1200.0,False,False,"Fast Food, Biryani, Chinese",Brigade Road,4800.0
The Chinese Table,Casual Dining,3.0,13,400.0,True,False,"Chinese, Thai, Pan Asian",Nagawara,5200.0
The Chocolate Heaven,"Dessert Parlor, Cafe",2.8,40,600.0,False,False,"Desserts, Cafe",Commercial Street,24000.0
The Chocolate Heaven - Cakes,"Dessert Parlor, Bakery",3.9,64,600.0,True,False,"Desserts, Bakery, Beverages",Kalyan Nagar,38400.0
