restaurant name,restaurant type,rate (out of 5),Average Customer Per Week,avg cost (two people),online_order,table booking,cuisines type,local address,Average income per Week
The Chocolate Mansion,Delivery,3.4,8,250.0,False,False,Desserts,Sadashiv Nagar,2000.0
The Chocolate Room,Cafe,2.8,43,600.0,True,False,"Cafe, Beverages",Electronic City,25800.0
The Chocolatiers,Dessert Parlor,3.5,14,150.0,False,False,Desserts,Bannerghatta Road,2100.0
The Choux Box,"Takeaway, Delivery",3.5,11,300.0,False,False,"Desserts, Bakery",Koramangala 6th Block,3300.0
The Coastal Crew by Fujian on 24th,"Casual Dining, Bar",4.2,1028,1100.0,True,True,"Chinese, Thai, Seafood, North Indian, Momos",JP Nagar,1130800.0
The Coffee Bean & Tea Leaf,Cafe,3.0,38,700.0,True,False,"Cafe, Coffee",Whitefield,26600.0
The Coffee Shack,Cafe,4.2,164,500.0,True,True,"Cafe, Chinese, Continental, Italian",Banashankari,82000.0
The Colony Gastropub,"Casual Dining, Bar",4.1,512,1200.0,False,True,"Modern Indian, Continental",HSR,614400.0
The Combo House,Quick Bites,3.3,7,500.0,True,False,"Fast Food, North Indian",Whitefield,3500.0
The Coorg Food Co.,Casual Dining,4.3,473,750.0,True,True,South Indian,Kalyan Nagar,354750.0
The Corner - Hyatt Centric MG Road,Cafe,2.8,40,1000.0,False,False,"Cafe, Desserts, Fast Food",Ulsoor,40000.0
The Courtyard,Cafe,3.9,296,750.0,False,True,"Cafe, Italian",Shanti Nagar,222000.0
The Cravery,Cafe,2.6,18,500.0,True,False,Cafe,JP Nagar,9000.0
The Creek - The Den Bengaluru,Casual Dining,4.4,383,2000.0,False,True,"North Indian, Continental, Chinese",Whitefield,766000.0
The Crunch,Beverage Shop,3.3,6,300.0,False,False,Beverages,Brookefield,1800.0
The Crust Factory,"Bakery, Cafe",3.5,11,400.0,True,False,"Bakery, Cafe, Desserts",Yeshwantpur,4400.0
The Cuboidal,Quick Bites,3.6,16,300.0,True,False,"Fast Food, Beverages, Sandwich",BTM,4800.0
The Culinarium,"Cafe, Dessert Parlor",3.7,19,1100.0,False,False,"Cafe, Desserts, Beverages",Vasanth Nagar,20900.0
The Cupcake Story,Bakery,3.5,13,300.0,False,False,Bakery,Yeshwantpur,3900.0
The Curry Hut Plus,Casual Dining,3.4,116,400.0,True,False,"North Indian, South Indian, Chinese",Bannerghatta Road,46400.0
The Daily,Quick Bites,4.0,130,400.0,True,False,"Rajasthani, North Indian",Electronic City,52000.0
The Deagh,Quick Bites,3.7,58,500.0,False,False,"Chinese, North Indian, Arabian",Frazer Town,29000.0
The Delhiwala's Kitchen-Pure Veg,Quick Bites,2.8,40,200.0,True,False,North Indian,Brookefield,8000.0
The Deli - The Den Bengaluru,Bakery,3.7,23,600.0,True,False,"Bakery, Desserts","ITPL Main Road, Whitefield",13800.0
The Denny's,Casual Dining,3.7,91,900.0,False,False,"North Indian, Chinese",Jayanagar,81900.0
The Dessert Destination,Dessert Parlor,2.8,40,300.0,False,False,Desserts,Rajajinagar,12000.0
The Dhaba,Casual Dining,2.7,442,900.0,False,True,North Indian,Marathahalli,397800.0
The Difference,Casual Dining,2.7,18,600.0,True,False,"North Indian, Chinese, Arabian",Whitefield,10800.0
The Diner,Casual Dining,3.6,197,700.0,True,False,"North Indian, Chinese, Andhra, Biryani",Whitefield,137900.0
The Dining Table - Sahar Pavillion,"Casual Dining, Bar",3.7,74,1500.0,False,True,"Chinese, Continental, North Indian, Pizza, South Indian",Electronic City,111000.0
The Donut Baker,"Bakery, Dessert Parlor",3.0,31,150.0,False,False,Desserts,Ulsoor,4650.0
The Dreamy Oven,Bakery,3.7,25,600.0,False,False,"Bakery, Salad",Sarjapur Road,15000.0
The Druid Garden,"Microbrewery, Casual Dining",4.3,3077,1700.0,True,True,"Asian, Continental, European, North Indian, Mediterranean",Sahakara Nagar,5230900.0
The Duke of Juices,"Food Court, Beverage Shop",3.3,8,200.0,True,False,Beverages,Yeshwantpur,1600.0
The Early bell,Quick Bites,3.9,191,300.0,True,False,"North Indian, Chinese",Whitefield,57300.0
The Eatery - Four Points by Sheraton Bengaluru,Casual Dining,4.0,328,1700.0,False,True,"Continental, North Indian",Whitefield,557600.0
The Eatery Cafe & Restaurant,Casual Dining,3.8,60,800.0,False,False,Fast Food,Marathahalli,48000.0
The Egg Factory,Casual Dining,4.0,136,750.0,True,False,"Continental, American",HSR,102000.0
The Elachi,Quick Bites,3.1,18,500.0,False,False,North Indian,Electronic City,9000.0
The Elaichi Restaurant,Casual Dining,3.6,399,700.0,True,False,"North Indian, Asian, Continental, Bengali, Momos",Electronic City,279300.0
The Enav Bowl,Quick Bites,3.8,20,,False,False,"Healthy Food, Beverages, Mexican, Burger, Italian",Koramangala 5th Block,
The Farm House Bar n Grill,"Casual Dining, Bar",3.7,34,800.0,False,False,"North Indian, Continental",Whitefield,27200.0
The Fast Food,Quick Bites,3.9,66,150.0,True,False,"South Indian, Fast Food",Malleshwaram,9900.0
The Fat Chef,Casual Dining,4.1,1739,1400.0,True,True,"Japanese, Italian, American, Asian, North Indian, Steak",Whitefield,2434600.0
The Fatty Bao - Asian Gastro Bar,"Casual Dining, Bar",4.6,3760,1200.0,True,False,"Asian, Thai, Vietnamese, Malaysian, Beverages",Indiranagar,4512000.0
The Feast Fries,Quick Bites,2.8,40,200.0,True,False,Fast Food,Kalyan Nagar,8000.0
The Fiery Indian Kitchen,Casual Dining,3.4,7,700.0,True,False,North Indian,Majestic,4900.0
The Filter Coffee,Mess,4.0,55,,False,False,"South Indian, Coffee",Banaswadi,
The Fisherman's Wharf,"Casual Dining, Bar",4.3,4108,1400.0,True,True,"Seafood, Goan, North Indian, Continental, Asian",Sarjapur Road,5751200.0
The Fixx,"Casual Dining, Bar",4.3,216,1200.0,False,True,"Continental, South Indian, Italian, North Indian, Chinese",Koramangala 4th Block,259200.0
The Flavours,Casual Dining,3.2,7,500.0,False,False,"Kerala, Chinese, Arabian, Biryani",Kalyan Nagar,3500.0
The Flying Cup,Quick Bites,4.2,233,150.0,True,False,"Beverages, Fast Food, Tea",Sarjapur Road,34950.0
The Flying Squirrel,Cafe,4.0,24,450.0,False,False,"Cafe, Bakery, Beverages, Burger, Continental",Brigade Road,10800.0
The Flying Trapeze,Lounge,2.8,40,1500.0,False,True,"Continental, North Indian, Chinese, Modern Indian, Asian",Koramangala 5th Block,60000.0
The Food Corner,Quick Bites,2.8,40,400.0,True,False,"North Indian, Chinese",RT Nagar,16000.0
The Food Cottage,Quick Bites,3.7,48,350.0,True,False,"Hyderabadi, North Indian",BTM,16800.0
The Food Dude,Delivery,3.9,179,300.0,True,False,"Fast Food, Burger, Sandwich, Pizza",Koramangala 6th Block,53700.0
The Food Factory,Quick Bites,2.7,42,450.0,False,False,"North Indian, Chinese",HSR,18900.0
The Food Therapy,"Casual Dining, Bar",2.8,40,1000.0,False,False,"North Indian, South Indian, Continental, Chinese",Koramangala 1st Block,40000.0
The Foodware Veg,Quick Bites,3.8,19,400.0,False,False,South Indian,Electronic City,7600.0
The Foodyz,Quick Bites,3.6,43,500.0,True,False,"North Indian, Chinese",JP Nagar,21500.0
The Fortuna,Quick Bites,3.0,67,250.0,True,False,"North Indian, Chinese",Kumaraswamy Layout,16750.0
The French Corner,"Bakery, Dessert Parlor",3.4,10,400.0,False,False,"Bakery, Desserts, Fast Food",Kalyan Nagar,4000.0
The French Loaf,Bakery,3.8,34,400.0,False,False,"Bakery, Desserts, Sandwich",Koramangala 5th Block,13600.0
The Fresh Factor,Quick Bites,3.1,14,200.0,False,False,"Juices, Sandwich",Koramangala 6th Block,2800.0
The Fresh Wok,"Takeaway, Delivery",3.3,10,600.0,False,False,Asian,BTM,6000.0
The Frozen House,Dessert Parlor,2.8,40,300.0,True,False,"Desserts, Fast Food",Malleshwaram,12000.0
The Ganache Factory,Delivery,4.2,127,400.0,False,False,"Desserts, Bakery",Jayanagar,50800.0
The Globe Grub,Casual Dining,4.4,201,1300.0,False,True,"Continental, North Indian, Asian, Italian",BTM,261300.0
The Gluten Free Baking Co.,Bakery,3.8,41,400.0,False,False,Bakery,Banaswadi,16400.0
The Golden Metro,Casual Dining,3.6,70,800.0,True,False,"North Indian, Mughlai, Chinese, Continental",Seshadripuram,56000.0
The Golden Spoon Restaurant Meat & Wine,Casual Dining,3.5,14,1000.0,False,False,"Chinese, North Indian",Koramangala 7th Block,14000.0
The Good Bowl,"Takeaway, Delivery",2.8,40,500.0,True,False,"Italian, North Indian, Biryani",Jayanagar,20000.0
The Good Grain,Casual Dining,4.1,54,400.0,True,False,"Healthy Food, North Indian, South Indian",Residency Road,21600.0
The Grains,Quick Bites,2.8,40,300.0,True,False,"South Indian, North Indian, Chinese",Marathahalli,12000.0
The Grand Kitchen Restaurant,Quick Bites,2.8,40,400.0,False,False,"North Indian, Chinese",BTM,16000.0
The Grand Taj,Quick Bites,3.2,35,350.0,True,False,"North Indian, Chinese",Shivajinagar,12250.0
The Green House Family Restaurant,"Casual Dining, Bar",3.2,13,700.0,False,False,"North Indian, Chinese, Seafood, Biryani",Majestic,9100.0
The Green Path - Forgotten Food,Casual Dining,4.3,1143,1100.0,False,True,"North Indian, South Indian",Malleshwaram,1257300.0
The Grill House,Casual Dining,4.0,178,1000.0,True,True,"American, Mexican, Italian, Steak",Kalyan Nagar,178000.0
The Grilled & Fried,Quick Bites,2.8,53,300.0,True,False,Fast Food,Marathahalli,15900.0
The Grillo,Casual Dining,2.8,80,500.0,True,True,"South Indian, Arabian, Chinese, North Indian, Seafood, Mangalorean",Jayanagar,40000.0
The Grub Central,Cafe,4.0,797,700.0,True,True,"Cafe, Italian, Continental",HSR,557900.0
The Gujarat Express,"Quick Bites, Sweet Shop",3.1,16,250.0,True,False,"Street Food, Mithai, North Indian",Bannerghatta Road,4000.0
The Happy Vegetarian,Casual Dining,2.8,40,600.0,False,False,"North Indian, Chinese, South Indian",Basaveshwara Nagar,24000.0
The Hidden Cafe,Quick Bites,3.9,95,350.0,True,False,"North Indian, Fast Food",Koramangala 1st Block,33250.0
The Hidden Home,Casual Dining,4.2,1060,1300.0,True,True,"Asian, Chinese, Continental, North Indian, South Indian",Sarjapur Road,1378000.0
The Higher Taste,Casual Dining,4.3,854,800.0,False,True,"Pizza, Biryani, North Indian, South Indian",Rajajinagar,683200.0
The Higher Taste Stores,"Quick Bites, Bakery",3.8,120,300.0,True,False,"Fast Food, Bakery",Malleshwaram,36000.0
The Himalayan,Casual Dining,4.4,320,1200.0,False,True,Korean,Koramangala 5th Block,384000.0
The Hole in the Wall Cafe,Cafe,4.6,7113,600.0,False,False,"Cafe, American, Burger",Koramangala 4th Block,4267800.0
The Hot Cafe,Quick Bites,3.2,24,300.0,False,False,Fast Food,Kumaraswamy Layout,7200.0
The House Of Paratha,Quick Bites,3.7,58,200.0,True,False,North Indian,Koramangala 5th Block,11600.0
The Hub - Ibis Bengaluru,Bar,3.9,237,,False,False,Finger Food,Marathahalli,
The Hub - Ibis Hotel,Bar,3.5,29,2200.0,False,False,"Finger Food, Fast Food, Continental",Richmond Road,63800.0
The Hub & The Bar - Hotel Ramada Encore,"Casual Dining, Bar",3.9,120,1700.0,False,False,"North Indian, Continental, Chinese, European",Domlur,204000.0
The Humble Pie,"Bakery, Dessert Parlor",3.9,34,200.0,True,False,"Desserts, Bakery",HSR,6800.0
The Humming Tree,Lounge,4.0,2418,1400.0,True,False,"Fast Food, European",Indiranagar,3385200.0
The Hundred Food Journey,Casual Dining,3.8,46,1100.0,True,True,"Continental, Italian",New BEL Road,50600.0
The Hunger Room,Quick Bites,3.9,36,400.0,True,False,"Continental, Sandwich, Burger, Italian, Salad, Pizza",JP Nagar,14400.0
The Hungers Zone,Quick Bites,3.7,57,300.0,True,False,"Fast Food, Italian, Pizza",BTM,17100.0
The Hungry,Quick Bites,3.6,20,400.0,True,False,"Fast Food, Chinese",Electronic City,8000.0
The Hungry Shark Cafe,Cafe,3.9,117,700.0,False,False,"Cafe, Continental, Beverages",Electronic City,81900.0
The Hungry Yeti,Casual Dining,4.0,146,700.0,False,False,"Tibetan, Nepalese",Whitefield,102200.0
The Hyderabad Chefs,"Takeaway, Delivery",2.8,63,600.0,True,False,"North Indian, Hyderabadi, Andhra, Chinese",Whitefield,37800.0
The Hyderbadi Chefs,Quick Bites,3.4,4,400.0,True,False,"South Indian, North Indian, Chinese",Electronic City,1600.0
The Irish House,"Casual Dining, Pub",4.2,793,1700.0,True,False,"European, American",Bellandur,1348100.0
The IT Crowd,Quick Bites,2.8,20,400.0,True,False,"North Indian, Burger, Sandwich, Chinese",Whitefield,8000.0
The J,Quick Bites,4.0,133,450.0,True,False,"Fast Food, Beverages",Church Street,59850.0
The Jade Kitchen,Casual Dining,3.9,118,600.0,True,False,"Chinese, Thai",JP Nagar,70800.0
The Juice Shop,Quick Bites,2.8,40,200.0,False,False,"Juices, North Indian",Electronic City,8000.0
The Juice Shop - Juicery And Kitchen,Quick Bites,3.9,39,300.0,True,False,"Beverages, Fast Food, Bakery",Kalyan Nagar,11700.0
The Juicy,Beverage Shop,3.5,13,100.0,True,False,"Beverages, Juices",JP Nagar,1300.0
The Jungle Terrace,Casual Dining,3.5,13,600.0,True,False,"Continental, Mexican, Lebanese",Brigade Road,7800.0
The Kabab Studio - Goldfinch Hotel,Casual Dining,4.2,358,1500.0,False,True,"North Indian, Chinese, Continental",Seshadripuram,537000.0
The Kebab House,Quick Bites,4.2,51,250.0,True,False,"Kebab, Biryani",Bellandur,12750.0
The Kebab Room - Restaurant & Brewery,"Casual Dining, Microbrewery",4.0,773,1000.0,False,True,"Mughlai, North Indian",Indiranagar,773000.0
The Kick-Ass Company Pub & Diner,Pub,3.7,21,800.0,False,False,Finger Food,Marathahalli,16800.0
The Kim Chi Chef,Casual Dining,4.0,210,900.0,True,False,"Chinese, Thai, Momos",Whitefield,189000.0
The Kimchi Chef,Casual Dining,3.4,5,500.0,False,False,"Thai, Chinese",Whitefield,2500.0
The Kitchen,Casual Dining,2.8,40,800.0,True,False,"Andhra, Biryani, Mughlai",JP Nagar,32000.0
The Kitchen Bandit,Delivery,3.2,42,350.0,True,False,"Chinese, North Indian, Fast Food",Koramangala 2nd Block,14700.0
The Kitchen Chef,Delivery,2.9,94,500.0,True,False,"Fast Food, North Indian, Chinese",Old Airport Road,47000.0
The Kitchen Story,Delivery,3.2,19,300.0,True,False,"North Indian, Chinese",HSR,5700.0
The Konkan - Seafood Restaurant,Casual Dining,4.4,218,850.0,True,True,"Seafood, Konkan, Mangalorean",St. Marks Road,185300.0
The Kream Story,"Dessert Parlor, Quick Bites",4.1,37,500.0,True,False,"Desserts, Fast Food",Koramangala 7th Block,18500.0
The Krishna Grand,Casual Dining,3.9,888,750.0,True,False,"North Indian, South Indian, Chinese, Fast Food, Juices",Banashankari,666000.0
The Krishna Grand Xpress,Quick Bites,4.0,136,350.0,True,False,"South Indian, Fast Food",Jayanagar,47600.0
The Lakefront Kitchen,Casual Dining,3.7,19,600.0,False,False,"North Indian, Chinese, Mughlai",Electronic City,11400.0
The LaLiT Boulangerie - The LaLiT Ashok Bangalore,"Bakery, Dessert Parlor",3.2,33,600.0,False,False,"Bakery, Desserts",Seshadripuram,19800.0
The Lantern Restaurant & Bar - The Ritz-Carlton...,"Fine Dining, Bar",4.3,430,3500.0,False,True,Chinese,Residency Road,1505000.0
The Lassi and Juice Park,"Beverage Shop, Dessert Parlor",3.8,28,150.0,False,False,"Juices, Desserts",Banashankari,4200.0
The Lassi Bar,Beverage Shop,3.7,42,300.0,False,False,"Beverages, Juices",BTM,12600.0
The Lassi Park,Beverage Shop,3.8,37,200.0,False,False,"Juices, Desserts",Frazer Town,7400.0
The Leela Cake Shop - The Leela Palace,Dessert Parlor,3.9,72,1200.0,False,False,"Desserts, Bakery",Old Airport Road,86400.0
The Lemon Grass Kitchen,Quick Bites,3.3,5,300.0,False,False,"Chinese, Thai",Electronic City,1500.0
The Light House Restaurant,Casual Dining,4.2,53,500.0,True,False,"North Indian, Chinese, Seafood",New BEL Road,26500.0
The Lighthouse Cafe,Casual Dining,3.6,21,650.0,False,False,"American, Italian",Whitefield,13650.0
The Litti Company,"Takeaway, Delivery",3.5,26,400.0,True,False,Bihari,Whitefield,10400.0
The Little Chef,Casual Dining,3.5,136,600.0,False,False,"North Indian, Chinese",HSR,81600.0
The Little Kitchen,Quick Bites,3.3,4,300.0,True,False,"Chinese, North Indian",JP Nagar,1200.0
The Lobby Brew - Conrad Bengaluru,Cafe,3.8,24,2200.0,False,True,"Cafe, North Indian, Fast Food",Ulsoor,52800.0
The Lobby Lounge - Shangri-La Hotel,Cafe,3.8,56,2000.0,False,False,Cafe,Vasanth Nagar,112000.0
The Lobby Lounge - The Ritz-Carlton,Casual Dining,4.1,28,2000.0,False,False,Beverages,Residency Road,56000.0
The Local,"Pub, Casual Dining",4.2,1196,1400.0,True,True,"Finger Food, Continental, Italian, Salad",Kalyan Nagar,1674400.0
The Local - Burger Bar,"Pub, Casual Dining",3.8,152,1500.0,False,False,"American, Pizza, Burger",Koramangala 6th Block,228000.0
The Local - Terrace Drinkery,"Pub, Casual Dining",4.0,1408,1000.0,False,False,"Continental, American, Pizza, BBQ",Koramangala 6th Block,1408000.0
The London Curry House - The Royale Senate Hotel,"Casual Dining, Bar",4.5,3953,1300.0,False,False,"Pizza, North Indian, Modern Indian",Race Course Road,5138900.0
The London Shakes,Beverage Shop,2.8,40,400.0,True,False,"Beverages, Fast Food",BTM,16000.0
The Lounge - Eden Park Restaurants,Lounge,3.7,151,1350.0,False,True,"North Indian, Afghani",Jayanagar,203850.0
The Lounge - The Chancery Pavilion,Casual Dining,3.7,34,2000.0,False,False,"Chinese, North Indian, South Indian",Residency Road,68000.0
The Lovin' Oven Cakery,Bakery,3.5,11,500.0,False,False,"Bakery, Desserts",Banaswadi,5500.0
The Mad Teapot,Cafe,4.1,287,850.0,False,True,Cafe,Indiranagar,243950.0
The Magic Chef,Quick Bites,3.7,28,300.0,False,False,"North Indian, Chinese",Electronic City,8400.0
The Mangalorean,Casual Dining,4.1,229,550.0,True,True,"Konkan, Mangalorean, Seafood",Kammanahalli,125950.0
The Maori - Aurick Boutique Hotel,Casual Dining,3.5,44,1000.0,False,False,"Chinese, North Indian",JP Nagar,44000.0
The Marash,Dessert Parlor,4.3,62,250.0,True,False,"Turkish, Desserts",Koramangala 5th Block,15500.0
The Marina,Casual Dining,4.4,542,1200.0,False,False,"Seafood, Continental, North Indian, South Indian",Indiranagar,650400.0
The Market - The Ritz-Carlton,Fine Dining,4.3,612,3400.0,False,True,"North Indian, European, Thai",Residency Road,2080800.0
The Meal Story,Casual Dining,4.1,262,700.0,True,False,"North Indian, Street Food",Sarjapur Road,183400.0
The Midnight Kitchen,Delivery,3.8,72,250.0,True,False,"Continental, Chinese",Koramangala 8th Block,18000.0
The Milkshake Co and More,"Takeaway, Delivery",2.8,40,250.0,True,False,"Beverages, Desserts, Fast Food",South Bangalore,10000.0
The Milkshake Theory,Beverage Shop,2.8,40,400.0,True,False,"Beverages, Fast Food",Whitefield,16000.0
The Mint Resto Bar,"Casual Dining, Bar",2.6,62,1000.0,False,True,"North Indian, Chinese, Andhra",Marathahalli,62000.0
The Mirchi,"Takeaway, Delivery",3.3,22,400.0,True,False,"Chinese, North Indian, Bengali",Electronic City,8800.0
The Modak,Quick Bites,3.6,18,400.0,True,False,"North Indian, Street Food, Desserts, Chinese",Bellandur,7200.0
The Momo Farm,Quick Bites,3.7,25,300.0,True,False,"Chinese, Tibetan",Jalahalli,7500.0
The Monalisa Restaurant,Quick Bites,3.3,4,300.0,True,False,Chinese,Koramangala 5th Block,1200.0
The Mughal's,Quick Bites,3.7,89,400.0,True,False,"Mughlai, North Indian, Chinese",Frazer Town,35600.0
The Munch Box,Quick Bites,2.8,40,300.0,False,False,"American, Chinese",HSR,12000.0
The Mylapore Cafe,Quick Bites,3.7,23,150.0,False,False,South Indian,Koramangala 1st Block,3450.0
The Nest - The Den Bengaluru,"Bar, Casual Dining",3.4,13,1500.0,False,False,"Finger Food, North Indian, Continental","ITPL Main Road, Whitefield",19500.0
The Night King,"Takeaway, Delivery",3.3,4,400.0,False,False,"North Indian, Chinese",Koramangala 7th Block,1600.0
The Night Watch Express,"Takeaway, Delivery",3.0,53,500.0,True,False,"North Indian, Chinese",Koramangala 1st Block,26500.0
The North and South Restaurant,"Takeaway, Delivery",3.2,15,400.0,True,False,"North Indian, Chinese, South Indian",Whitefield,6000.0
The Nosh House,Delivery,4.3,220,600.0,True,False,"American, Italian, Bakery, Desserts, Sandwich, Beverages, Salad, Rolls",Sarjapur Road,132000.0
The Nourished Kitchen,Delivery,0.0,40,400.0,False,False,"Asian, Continental, Healthy Food",BTM,16000.0
The Ocean Kitchen,Quick Bites,2.8,40,200.0,False,False,"North Indian, Chinese, Seafood, South Indian",Bannerghatta Road,8000.0
The Old Fashioned Bar,Bar,4.5,569,1000.0,False,True,"Finger Food, North Indian, Continental",Koramangala 6th Block,569000.0
The Only Place,Casual Dining,4.2,2923,1000.0,True,True,"Italian, American, Steak, Continental, BBQ, Salad",Church Street,2923000.0
The Onyx - The HHI Select Bengaluru,Casual Dining,3.3,177,950.0,False,False,"North Indian, Chinese, Continental",JP Nagar,168150.0
The Open Box,"Casual Dining, Bar",4.2,2270,1400.0,True,True,"European, North Indian, Mediterranean, Asian, Salad",St. Marks Road,3178000.0
The Open Cafe,Cafe,3.7,15,500.0,True,False,"Cafe, Chinese, Continental",HSR,7500.0
The Orchard,Casual Dining,4.0,672,900.0,True,True,North Indian,Sadashiv Nagar,604800.0
The Orchid,Casual Dining,3.7,55,1400.0,False,False,"North Indian, Continental",Majestic,77000.0
The Oriental Spice - Ashraya Hotel,Casual Dining,3.8,159,1300.0,True,False,"Chinese, Thai, Indonesian",Infantry Road,206700.0
